COMPLAIN	ur bank atm still out of service...no money...people using hdfc with good service.
COMPLAIN	rt : your illiteracy about india &amp; its ppl continues not sure how it makes sense 2 u when u air hindi ads in kannad
COMPLAIN	rt : still cheque is not cleared slowbank 
COMPLAIN	still cheque is not cleared slowbank 
COMPLAIN	have booked one ticket from bpl to nzm and then cancelled. but the refund hasn't received as yet. 
COMPLAIN	I REPLIED BUT NO REVERT FROM THEIR END. MANAGER'S NO. MENTIONED THEREIN WAS ALSO WRONG	i got a mail from a branch
COMPLAIN	how do you expect your customers to call you if you don't provide any contact informatio 
COMPLAIN	MULTIPLE CALLS	i had to make rounds to the bank it's scary how they really don't care
COMPLAIN	surprising. recall a dodgy forex txn on my credit card and they immediately blocked the card &amp; sent a new one. 
COMPLAIN	had ed to about suspicious activity and they never really did anything about it
COMPLAIN	i've applied hl in virar branch but even after 1 month i've received not received the sanction letter.
COMPLAIN	WHERE IS THE CASHBACK? HAVE NOT RECEIVED ANYTHING SO FAR ON MY  SAVINGS ACCOUNT	over 60 days now
COMPLAIN	so you don't even care to respond to tweets as well .. eh.. nice way of providing support..
COMPLAIN	what's use of intrnl debit card when it doesn't work.i tried using platinum debit card in uae &amp; it doesn't work.i m stuck.
COMPLAIN	A TRANSACTION ON  WAS CANCELLED AND REFUND HASN'T BEEN REFLECTED IN MY ACCOUNT YET.	hey 
COMPLAIN	call needs to be from mr. ravi narayanan as promised earlier. query ref no icicicare only got tarikhpetarikh
COMPLAIN	not need to do anything for me. i will manage things. i don't want to use your atm services from now on.
COMPLAIN	change this to icicibanknevercares
COMPLAIN	CLOSE THAT ACCOUNT. I AM OPENING A AC IN AXIS BANK	leave it man
COMPLAIN	they never answer on your issues. but just to manage twitter
COMPLAIN	what the atm isn't fixed?? badi badi baatin vada pav khaate. 
COMPLAIN	rt : u ppl are ridiculous.can't even reply to one tweet while u keep calling and irritating for cred
COMPLAIN	money deposited in atm is not reflected in my account. and no one is answering. waiting
COMPLAIN	shared my contact number on dm but haven't received any call.
COMPLAIN	i want to address a bad experience i have gone through with your bank housing loan department.
COMPLAIN	what is going on in reputated banks like icici..how can we trust..how they are neglecting
COMPLAIN	funding a township which is not approved by lda. is also apart of this fraud. 
COMPLAIN	u ppl are ridiculous.can't even reply to one tweet while u keep calling and irritating for credit card.
COMPLAIN	funding a township which is not approved by lda. is also apart of this fraud. 
COMPLAIN	funding a township which is not approved by lda. is also apart of this fraud. 
COMPLAIN	we have had a very embarrassing episode of an international transaction. i'd like to dm you the details...
COMPLAIN	your courier partner xpreesbees is horrible not replying mail and not delivering product even if they had for last 6 days
COMPLAIN	DO ICICI BANK AUTHORITIES REALLY C 	several attempts failed to get my money back under sr435210712
COMPLAIN	FIRST FLIGHT DOC P991Q0325705 NOT YET DELIVERED. LYING AT BHOPAL SINCE 13/10. NO PROPER REPLY GIVEN BY COURIER.	my card pin
COMPLAIN	icici bank doesn't cares. had given complete documents to open current account but chd sec9 branch is not responding :(
COMPLAIN	that's nt d point card was blocked for no reason. saying dr case of fraud. while serving no purpose. what sorcery is this.
COMPLAIN	also this is not about you calling me but selling me something based on lies &amp; deceptions.
COMPLAIN	when i can expect call? its more than 24 hours
COMPLAIN	YES U	hey fraudsters r u gonna do something about the burglary u did on my acc? cant believe u cant respond too
COMPLAIN	i am shocked he was use very unprofessional behavior &amp; threat me !
COMPLAIN	rt : thy r least interested in problems facing by their customer in daytoday life..poorcustomerservi
COMPLAIN	GOT ONLY 4600 FRM ATM    	withdrw amt 0f 5000rs.frm atm (canarabank durgapura jaipur
COMPLAIN	not resolved till now..!! really not happening <ed><u+00a0><u+00bd><ed><u+00b8><u+0090>
COMPLAIN	this is what you get... now? why can you not provide statements on app / phone banking : email... b 
COMPLAIN	IN THIS AGE OF ONLINE BANKING...	need to shift home loan and hence need all this man... what a bank
COMPLAIN	thy r least interested in problems facing by their customer in daytoday life.. 
COMPLAIN	icici card blocked for no reasn. exec has no answr. sugsts i got new card. notoicici sadservice
COMPLAIN	NO MONEY	rt : close this dead atm. poor service from past 8months. no ac no rec
COMPLAIN	rt : i need money right at my doorstep. this is 7th to 8th incident i'm reporting. i can't hear/read the wor
COMPLAIN	NO MONEY	rt : close this dead atm. poor service from past 8months. no ac no rec
COMPLAIN	if you guys are so efficient with sending me bills. show some efficiency when i need service.
COMPLAIN	my online payments are stalled because of zero cooperation from your side!
COMPLAIN	the customer care executive said that it will be done within 2 working days. its been more than a week.
COMPLAIN	is giving me a tough time! how the hell do i change the registered mobile number on my credit card?
COMPLAIN	get the address from icici facebook team. i have shared my details for last all events. i can't share it again and again.
COMPLAIN	PLS VISIT BRANCH. WORST BANKING EXPERIENCE EVER.	welcome to if you want your own home loan a/c stmt
COMPLAIN	there is no reply already 48 business hours gone ceo n employee all are shameless 
COMPLAIN	lame worst fraudsters thieves i am still waiting to hear from u thieves! u stole my money! shameless
COMPLAIN	i need money right at my doorstep. this is 7th to 8th incident i'm reporting. i can't hear/read the word sorry.
COMPLAIN	having the worst experience from past couple of month. least bothered.
COMPLAIN	NO MONEY	close this dead atm. poor service from past 8months. no ac no 
COMPLAIN	shut this official page then if you guys cannot repond to cuatomers compalint.
COMPLAIN	same till date.. no call yet.. pathetic
COMPLAIN	why is credit card not updated in cibil for my card ???
COMPLAIN	great thought chanda ma'am. better tell someone to cleanup icici support as well. it's useless
COMPLAIN	same way a chat support which tells me to call customer care number is useless
COMPLAIN	on top of that i cant get a simple otp on my phone so my account is practically useless for me. i guess better close my a/c
COMPLAIN	the person on chat can not create a support case either. why have such channels which are no help
COMPLAIN	and the phone lines are always busy? what the hell is going on?
COMPLAIN	guys why do you have chat facility for nri customers if they cant provide any support and tell to call customer care number
COMPLAIN	still waiting for call. in dis era i had to visit branch &amp; yet issue is unresolved
COMPLAIN	been two days since i have given my contact number but still no 1 from the bank bothered to give me a call 
COMPLAIN	AROUND AN HOUR OF TALKING AND STILL NO SOLUTION.	. your customer service is more than frustrating. 3 calls
COMPLAIN	3rd day and no one has called fraudstericici worstbank icicibank u wont get away! 
COMPLAIN	rt : this is how u treat ur corporate customers? i didn't hear anything from anyone still! .c
COMPLAIN	rt : why there's no kannada language in ur challan. saw this today in bhattarahal
COMPLAIN	rt : why there's no kannada language in ur challan. saw this today in bhattarahal
COMPLAIN	not happy with your services this time. sheer disappointment.
COMPLAIN	i had the most horrible experience with your executive. i wasn't given proper guidance to my problem. (1/2)
COMPLAIN	I WONDER WHAT IS TAKING SO LONG FOR YOU GUYS TO CREDIT BACK THE MONEY....WORST SERVICE EVER......WORST..	still no response
COMPLAIN	still no improvement. same story. one of both atm machines down most of the time. 
